LAMMPS input data file witten by 

2197 atoms

1 atom types

0 50.000000 xlo xhi
0 50.000000 ylo yhi
0 50.000000 zlo zhi

Masses

1 39.948000

Atoms

1 1 1 0 0.010 0.010 0.010
2 2 1 0 3.856 0.010 0.010
3 3 1 0 7.702 0.010 0.010
4 4 1 0 11.548 0.010 0.010
5 5 1 0 15.395 0.010 0.010
6 6 1 0 19.241 0.010 0.010
7 7 1 0 23.087 0.010 0.010
8 8 1 0 26.933 0.010 0.010
9 9 1 0 30.779 0.010 0.010
10 10 1 0 34.625 0.010 0.010
11 11 1 0 38.472 0.010 0.010
12 12 1 0 42.318 0.010 0.010
13 13 1 0 46.164 0.010 0.010
14 14 1 0 0.010 3.856 0.010
15 15 1 0 3.856 3.856 0.010
16 16 1 0 7.702 3.856 0.010
17 17 1 0 11.548 3.856 0.010
18 18 1 0 15.395 3.856 0.010
19 19 1 0 19.241 3.856 0.010
20 20 1 0 23.087 3.856 0.010
21 21 1 0 26.933 3.856 0.010
22 22 1 0 30.779 3.856 0.010
23 23 1 0 34.625 3.856 0.010
24 24 1 0 38.472 3.856 0.010
25 25 1 0 42.318 3.856 0.010
26 26 1 0 46.164 3.856 0.010
27 27 1 0 0.010 7.702 0.010
28 28 1 0 3.856 7.702 0.010
29 29 1 0 7.702 7.702 0.010
30 30 1 0 11.548 7.702 0.010
31 31 1 0 15.395 7.702 0.010
32 32 1 0 19.241 7.702 0.010
33 33 1 0 23.087 7.702 0.010
34 34 1 0 26.933 7.702 0.010
35 35 1 0 30.779 7.702 0.010
36 36 1 0 34.625 7.702 0.010
37 37 1 0 38.472 7.702 0.010
38 38 1 0 42.318 7.702 0.010
39 39 1 0 46.164 7.702 0.010
40 40 1 0 0.010 11.548 0.010
41 41 1 0 3.856 11.548 0.010
42 42 1 0 7.702 11.548 0.010
43 43 1 0 11.548 11.548 0.010
44 44 1 0 15.395 11.548 0.010
45 45 1 0 19.241 11.548 0.010
46 46 1 0 23.087 11.548 0.010
47 47 1 0 26.933 11.548 0.010
48 48 1 0 30.779 11.548 0.010
49 49 1 0 34.625 11.548 0.010
50 50 1 0 38.472 11.548 0.010
51 51 1 0 42.318 11.548 0.010
52 52 1 0 46.164 11.548 0.010
53 53 1 0 0.010 15.395 0.010
54 54 1 0 3.856 15.395 0.010
55 55 1 0 7.702 15.395 0.010
56 56 1 0 11.548 15.395 0.010
57 57 1 0 15.395 15.395 0.010
58 58 1 0 19.241 15.395 0.010
59 59 1 0 23.087 15.395 0.010
60 60 1 0 26.933 15.395 0.010
61 61 1 0 30.779 15.395 0.010
62 62 1 0 34.625 15.395 0.010
63 63 1 0 38.472 15.395 0.010
64 64 1 0 42.318 15.395 0.010
65 65 1 0 46.164 15.395 0.010
66 66 1 0 0.010 19.241 0.010
67 67 1 0 3.856 19.241 0.010
68 68 1 0 7.702 19.241 0.010
69 69 1 0 11.548 19.241 0.010
70 70 1 0 15.395 19.241 0.010
71 71 1 0 19.241 19.241 0.010
72 72 1 0 23.087 19.241 0.010
73 73 1 0 26.933 19.241 0.010
74 74 1 0 30.779 19.241 0.010
75 75 1 0 34.625 19.241 0.010
76 76 1 0 38.472 19.241 0.010
77 77 1 0 42.318 19.241 0.010
78 78 1 0 46.164 19.241 0.010
79 79 1 0 0.010 23.087 0.010
80 80 1 0 3.856 23.087 0.010
81 81 1 0 7.702 23.087 0.010
82 82 1 0 11.548 23.087 0.010
83 83 1 0 15.395 23.087 0.010
84 84 1 0 19.241 23.087 0.010
85 85 1 0 23.087 23.087 0.010
86 86 1 0 26.933 23.087 0.010
87 87 1 0 30.779 23.087 0.010
88 88 1 0 34.625 23.087 0.010
89 89 1 0 38.472 23.087 0.010
90 90 1 0 42.318 23.087 0.010
91 91 1 0 46.164 23.087 0.010
92 92 1 0 0.010 26.933 0.010
93 93 1 0 3.856 26.933 0.010
94 94 1 0 7.702 26.933 0.010
95 95 1 0 11.548 26.933 0.010
96 96 1 0 15.395 26.933 0.010
97 97 1 0 19.241 26.933 0.010
98 98 1 0 23.087 26.933 0.010
99 99 1 0 26.933 26.933 0.010
100 100 1 0 30.779 26.933 0.010
101 101 1 0 34.625 26.933 0.010
102 102 1 0 38.472 26.933 0.010
103 103 1 0 42.318 26.933 0.010
104 104 1 0 46.164 26.933 0.010
105 105 1 0 0.010 30.779 0.010
106 106 1 0 3.856 30.779 0.010
107 107 1 0 7.702 30.779 0.010
108 108 1 0 11.548 30.779 0.010
109 109 1 0 15.395 30.779 0.010
110 110 1 0 19.241 30.779 0.010
111 111 1 0 23.087 30.779 0.010
112 112 1 0 26.933 30.779 0.010
113 113 1 0 30.779 30.779 0.010
114 114 1 0 34.625 30.779 0.010
115 115 1 0 38.472 30.779 0.010
116 116 1 0 42.318 30.779 0.010
117 117 1 0 46.164 30.779 0.010
118 118 1 0 0.010 34.625 0.010
119 119 1 0 3.856 34.625 0.010
120 120 1 0 7.702 34.625 0.010
121 121 1 0 11.548 34.625 0.010
122 122 1 0 15.395 34.625 0.010
123 123 1 0 19.241 34.625 0.010
124 124 1 0 23.087 34.625 0.010
125 125 1 0 26.933 34.625 0.010
126 126 1 0 30.779 34.625 0.010
127 127 1 0 34.625 34.625 0.010
128 128 1 0 38.472 34.625 0.010
129 129 1 0 42.318 34.625 0.010
130 130 1 0 46.164 34.625 0.010
131 131 1 0 0.010 38.472 0.010
132 132 1 0 3.856 38.472 0.010
133 133 1 0 7.702 38.472 0.010
134 134 1 0 11.548 38.472 0.010
135 135 1 0 15.395 38.472 0.010
136 136 1 0 19.241 38.472 0.010
137 137 1 0 23.087 38.472 0.010
138 138 1 0 26.933 38.472 0.010
139 139 1 0 30.779 38.472 0.010
140 140 1 0 34.625 38.472 0.010
141 141 1 0 38.472 38.472 0.010
142 142 1 0 42.318 38.472 0.010
143 143 1 0 46.164 38.472 0.010
144 144 1 0 0.010 42.318 0.010
145 145 1 0 3.856 42.318 0.010
146 146 1 0 7.702 42.318 0.010
147 147 1 0 11.548 42.318 0.010
148 148 1 0 15.395 42.318 0.010
149 149 1 0 19.241 42.318 0.010
150 150 1 0 23.087 42.318 0.010
151 151 1 0 26.933 42.318 0.010
152 152 1 0 30.779 42.318 0.010
153 153 1 0 34.625 42.318 0.010
154 154 1 0 38.472 42.318 0.010
155 155 1 0 42.318 42.318 0.010
156 156 1 0 46.164 42.318 0.010
157 157 1 0 0.010 46.164 0.010
158 158 1 0 3.856 46.164 0.010
159 159 1 0 7.702 46.164 0.010
160 160 1 0 11.548 46.164 0.010
161 161 1 0 15.395 46.164 0.010
162 162 1 0 19.241 46.164 0.010
163 163 1 0 23.087 46.164 0.010
164 164 1 0 26.933 46.164 0.010
165 165 1 0 30.779 46.164 0.010
166 166 1 0 34.625 46.164 0.010
167 167 1 0 38.472 46.164 0.010
168 168 1 0 42.318 46.164 0.010
169 169 1 0 46.164 46.164 0.010
170 170 1 0 0.010 0.010 3.856
171 171 1 0 3.856 0.010 3.856
172 172 1 0 7.702 0.010 3.856
173 173 1 0 11.548 0.010 3.856
174 174 1 0 15.395 0.010 3.856
175 175 1 0 19.241 0.010 3.856
176 176 1 0 23.087 0.010 3.856
177 177 1 0 26.933 0.010 3.856
178 178 1 0 30.779 0.010 3.856
179 179 1 0 34.625 0.010 3.856
180 180 1 0 38.472 0.010 3.856
181 181 1 0 42.318 0.010 3.856
182 182 1 0 46.164 0.010 3.856
183 183 1 0 0.010 3.856 3.856
184 184 1 0 3.856 3.856 3.856
185 185 1 0 7.702 3.856 3.856
186 186 1 0 11.548 3.856 3.856
187 187 1 0 15.395 3.856 3.856
188 188 1 0 19.241 3.856 3.856
189 189 1 0 23.087 3.856 3.856
190 190 1 0 26.933 3.856 3.856
191 191 1 0 30.779 3.856 3.856
192 192 1 0 34.625 3.856 3.856
193 193 1 0 38.472 3.856 3.856
194 194 1 0 42.318 3.856 3.856
195 195 1 0 46.164 3.856 3.856
196 196 1 0 0.010 7.702 3.856
197 197 1 0 3.856 7.702 3.856
198 198 1 0 7.702 7.702 3.856
199 199 1 0 11.548 7.702 3.856
200 200 1 0 15.395 7.702 3.856
201 201 1 0 19.241 7.702 3.856
202 202 1 0 23.087 7.702 3.856
203 203 1 0 26.933 7.702 3.856
204 204 1 0 30.779 7.702 3.856
205 205 1 0 34.625 7.702 3.856
206 206 1 0 38.472 7.702 3.856
207 207 1 0 42.318 7.702 3.856
208 208 1 0 46.164 7.702 3.856
209 209 1 0 0.010 11.548 3.856
210 210 1 0 3.856 11.548 3.856
211 211 1 0 7.702 11.548 3.856
212 212 1 0 11.548 11.548 3.856
213 213 1 0 15.395 11.548 3.856
214 214 1 0 19.241 11.548 3.856
215 215 1 0 23.087 11.548 3.856
216 216 1 0 26.933 11.548 3.856
217 217 1 0 30.779 11.548 3.856
218 218 1 0 34.625 11.548 3.856
219 219 1 0 38.472 11.548 3.856
220 220 1 0 42.318 11.548 3.856
